sample_id,patient_id,gt_count,mask_condition,method_key,method_family,method_variant,metadata_fullimage_count,pred_instance_count,instance_exact_count_acc,instance_mean_matched_iou,median_matched_iou,all_iou_ge_0.50,all_iou_ge_0.70,all_iou_ge_0.80,instance_merged_rate,instance_fragmented_rate,instance_perfect_rate,unmatched_gt_instances,unmatched_pred_instances,matched_iou_per_gt,failure_attribution
m04_p01_s00,m04_p01,2,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",seed_failures
m04_p01_s00,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s00,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s00,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s00,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s00,m04_p01,2,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s00,m04_p01,2,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,2,1.0,0.8993227451511014,0.8993227451511014,1.0,1.0,1.0,0.0,0.0,0.0,0,0,"[0.9161660922369933, 0.8824793980652096]",seed_failures
m04_p01_s00,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,2,1.0,0.8993227451511014,0.8993227451511014,1.0,1.0,1.0,0.0,0.0,0.0,0,0,"[0.9161660922369933, 0.8824793980652096]",other
m04_p01_s00,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,2,1.0,0.8993227451511014,0.8993227451511014,1.0,1.0,1.0,0.0,0.0,0.0,0,0,"[0.9161660922369933, 0.8824793980652096]",other
m04_p01_s00,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,2,1.0,0.8993227451511014,0.8993227451511014,1.0,1.0,1.0,0.0,0.0,0.0,0,0,"[0.9161660922369933, 0.8824793980652096]",other
m04_p01_s00,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,2,1.0,0.8993227451511014,0.8993227451511014,1.0,1.0,1.0,0.0,0.0,0.0,0,0,"[0.9161660922369933, 0.8824793980652096]",other
m04_p01_s00,m04_p01,2,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,2,1.0,0.8993227451511014,0.8993227451511014,1.0,1.0,1.0,0.0,0.0,0.0,0,0,"[0.9161660922369933, 0.8824793980652096]",other
m04_p01_s01,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",seed_failures
m04_p01_s01,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s01,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s01,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s01,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s01,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s01,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,1,0.0,0.18069323537798354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,"[0.5420797061339506, 0.0, 0.0]",false_semantic_bridges
m04_p01_s01,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,3,1.0,0.1592250949143245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,"[0.47767528474297344, 0.0, 0.0]",false_semantic_bridges
m04_p01_s01,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,3,1.0,0.1592250949143245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,"[0.47767528474297344, 0.0, 0.0]",false_semantic_bridges
m04_p01_s01,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,3,1.0,0.1592250949143245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,"[0.47767528474297344, 0.0, 0.0]",false_semantic_bridges
m04_p01_s01,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,3,1.0,0.1592250949143245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,"[0.47767528474297344, 0.0, 0.0]",false_semantic_bridges
m04_p01_s01,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,3,1.0,0.1592250949143245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,"[0.47767528474297344, 0.0, 0.0]",false_semantic_bridges
m04_p01_s02,m04_p01,1,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,[1.0],seed_failures
m04_p01_s02,m04_p01,1,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,[1.0],other
m04_p01_s02,m04_p01,1,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,[1.0],other
m04_p01_s02,m04_p01,1,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,[1.0],other
m04_p01_s02,m04_p01,1,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,[1.0],other
m04_p01_s02,m04_p01,1,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,[1.0],other
m04_p01_s02,m04_p01,1,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,1,1,1.0,0.6492616735399761,0.6492616735399761,1.0,0.0,0.0,0.0,0.0,0.0,0,0,[0.6492616735399761],missing_semantic_tissue
m04_p01_s02,m04_p01,1,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,1,1,1.0,0.6492616735399761,0.6492616735399761,1.0,0.0,0.0,0.0,0.0,0.0,0,0,[0.6492616735399761],missing_semantic_tissue
m04_p01_s02,m04_p01,1,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,1,1,1.0,0.6492616735399761,0.6492616735399761,1.0,0.0,0.0,0.0,0.0,0.0,0,0,[0.6492616735399761],missing_semantic_tissue
m04_p01_s02,m04_p01,1,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,1,1,1.0,0.6492616735399761,0.6492616735399761,1.0,0.0,0.0,0.0,0.0,0.0,0,0,[0.6492616735399761],missing_semantic_tissue
m04_p01_s02,m04_p01,1,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,1,1,1.0,0.6492616735399761,0.6492616735399761,1.0,0.0,0.0,0.0,0.0,0.0,0,0,[0.6492616735399761],missing_semantic_tissue
m04_p01_s02,m04_p01,1,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,1,1,1.0,0.6492616735399761,0.6492616735399761,1.0,0.0,0.0,0.0,0.0,0.0,0,0,[0.6492616735399761],missing_semantic_tissue
m04_p01_s04,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",seed_failures
m04_p01_s04,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s04,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s04,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s04,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s04,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s04,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,5,0.0,0.7269587127256533,0.8320770706034522,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8320770706034522, 0.8501485952388247, 0.49865047233468285]",false_semantic_bridges
m04_p01_s04,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,5,0.0,0.7269587127256533,0.8320770706034522,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8320770706034522, 0.8501485952388247, 0.49865047233468285]",false_semantic_bridges
m04_p01_s04,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,5,0.0,0.7269587127256533,0.8320770706034522,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8320770706034522, 0.8501485952388247, 0.49865047233468285]",false_semantic_bridges
m04_p01_s04,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,5,0.0,0.7269587127256533,0.8320770706034522,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8320770706034522, 0.8501485952388247, 0.49865047233468285]",false_semantic_bridges
m04_p01_s04,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,5,0.0,0.7269587127256533,0.8320770706034522,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8320770706034522, 0.8501485952388247, 0.49865047233468285]",false_semantic_bridges
m04_p01_s04,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,5,0.0,0.7269587127256533,0.8320770706034522,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8320770706034522, 0.8501485952388247, 0.49865047233468285]",false_semantic_bridges
m04_p01_s05,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",seed_failures
m04_p01_s05,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s05,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s05,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s05,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s05,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s05,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,2,0.0,0.20689837928366248,0.5020412329046744,0.0,0.0,0.0,1.0,0.0,0.0,1,0,"[0.6206951378509874, 0.0, 0.5020412329046744]",false_semantic_bridges
m04_p01_s05,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,3,1.0,0.396633120651621,0.36787032735985137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"[0.36787032735985137, 0.3199878016903372, 0.5020412329046744]",false_semantic_bridges
m04_p01_s05,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,3,1.0,0.396633120651621,0.36787032735985137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"[0.36787032735985137, 0.3199878016903372, 0.5020412329046744]",false_semantic_bridges
m04_p01_s05,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,3,1.0,0.396633120651621,0.36787032735985137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"[0.36787032735985137, 0.3199878016903372, 0.5020412329046744]",false_semantic_bridges
m04_p01_s05,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,3,1.0,0.396633120651621,0.36787032735985137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"[0.36787032735985137, 0.3199878016903372, 0.5020412329046744]",false_semantic_bridges
m04_p01_s05,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,3,1.0,0.396633120651621,0.36787032735985137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"[0.36787032735985137, 0.3199878016903372, 0.5020412329046744]",false_semantic_bridges
m04_p01_s06,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,4,0.0,0.9244358236349225,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,"[0.7733074709047678, 1.0, 1.0]",seed_failures
m04_p01_s06,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,4,0.0,0.9244358236349225,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,"[0.7733074709047678, 1.0, 1.0]",seed_failures
m04_p01_s06,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,4,0.0,0.9244358236349225,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,"[0.7733074709047678, 1.0, 1.0]",seed_failures
m04_p01_s06,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,4,0.0,0.9244358236349225,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,"[0.7733074709047678, 1.0, 1.0]",seed_failures
m04_p01_s06,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,4,0.0,0.9244358236349225,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,"[0.7733074709047678, 1.0, 1.0]",seed_failures
m04_p01_s06,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,4,0.0,0.9244358236349225,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,"[0.7733074709047678, 1.0, 1.0]",seed_failures
m04_p01_s06,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,4,0.0,0.5794824052228921,0.5571955719557196,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.5571955719557196, 0.44398829989223587, 0.7372633438207209]",missing_semantic_tissue
m04_p01_s06,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,4,0.0,0.5794824052228921,0.5571955719557196,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.5571955719557196, 0.44398829989223587, 0.7372633438207209]",missing_semantic_tissue
m04_p01_s06,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,4,0.0,0.5794824052228921,0.5571955719557196,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.5571955719557196, 0.44398829989223587, 0.7372633438207209]",missing_semantic_tissue
m04_p01_s06,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,4,0.0,0.5794824052228921,0.5571955719557196,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.5571955719557196, 0.44398829989223587, 0.7372633438207209]",missing_semantic_tissue
m04_p01_s06,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,4,0.0,0.5794824052228921,0.5571955719557196,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.5571955719557196, 0.44398829989223587, 0.7372633438207209]",missing_semantic_tissue
m04_p01_s06,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,4,0.0,0.5794824052228921,0.5571955719557196,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.5571955719557196, 0.44398829989223587, 0.7372633438207209]",missing_semantic_tissue
m04_p01_s07,m04_p01,2,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",seed_failures
m04_p01_s07,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s07,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s07,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s07,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s07,m04_p01,2,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s07,m04_p01,2,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,3,0.0,0.2183198372686098,0.2183198372686098,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.00042170368287883047, 0.4362179708543408]",missing_semantic_tissue
m04_p01_s07,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,3,0.0,0.2183198372686098,0.2183198372686098,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.00042170368287883047, 0.4362179708543408]",missing_semantic_tissue
m04_p01_s07,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,3,0.0,0.2183198372686098,0.2183198372686098,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.00042170368287883047, 0.4362179708543408]",missing_semantic_tissue
m04_p01_s07,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,3,0.0,0.2183198372686098,0.2183198372686098,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.00042170368287883047, 0.4362179708543408]",missing_semantic_tissue
m04_p01_s07,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,3,0.0,0.2183198372686098,0.2183198372686098,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.00042170368287883047, 0.4362179708543408]",missing_semantic_tissue
m04_p01_s07,m04_p01,2,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,3,0.0,0.2183198372686098,0.2183198372686098,0.0,0.0,0.0,0.0,1.0,0.0,0,1,"[0.00042170368287883047, 0.4362179708543408]",missing_semantic_tissue
m04_p01_s08,m04_p01,2,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",seed_failures
m04_p01_s08,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s08,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s08,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s08,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s08,m04_p01,2,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s08,m04_p01,2,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,3,0.0,0.8586830307371561,0.8586830307371561,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.90445924645345, 0.8129068150208623]",false_semantic_bridges
m04_p01_s08,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,3,0.0,0.8586830307371561,0.8586830307371561,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.90445924645345, 0.8129068150208623]",false_semantic_bridges
m04_p01_s08,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,3,0.0,0.8586830307371561,0.8586830307371561,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.90445924645345, 0.8129068150208623]",false_semantic_bridges
m04_p01_s08,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,3,0.0,0.8586830307371561,0.8586830307371561,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.90445924645345, 0.8129068150208623]",false_semantic_bridges
m04_p01_s08,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,3,0.0,0.8586830307371561,0.8586830307371561,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.90445924645345, 0.8129068150208623]",false_semantic_bridges
m04_p01_s08,m04_p01,2,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,3,0.0,0.8586830307371561,0.8586830307371561,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.90445924645345, 0.8129068150208623]",false_semantic_bridges
m04_p01_s09,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,5,0.0,0.8832303144316045,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.6496909432948133]",seed_failures
m04_p01_s09,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,5,0.0,0.8832303144316045,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.6496909432948133]",seed_failures
m04_p01_s09,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,5,0.0,0.8832303144316045,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.6496909432948133]",seed_failures
m04_p01_s09,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,5,0.0,0.8832303144316045,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.6496909432948133]",seed_failures
m04_p01_s09,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,5,0.0,0.8832303144316045,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.6496909432948133]",seed_failures
m04_p01_s09,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,5,0.0,0.8832303144316045,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.6496909432948133]",seed_failures
m04_p01_s09,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,7,0.0,0.7091555229594554,0.777307366638442,1.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.777307366638442, 0.8430632758273091, 0.507095926412615]",false_semantic_bridges
